Employee_ID,Name,Gender,Age,Department,Job_Role,Education,Experience,Salary,City,Joining_Date,Promotion,Satisfaction,Attrition
3388,Arjun Sharma,Male,40,Marketing,Marketing Executive,B.Com,20,97863,Bengaluru,2019-09-12,No,2,Yes
3389,Nisha Kumar,Female,40,HR,Recruiter,M.Com,19,89364,Mumbai,2016-06-06,No,3,No
3390,Pooja Singh,Male,35,IT,QA Engineer,B.Tech,11,97230,Delhi,2017-08-03,No,2,No
3391,Rahul Kumar,Female,32,HR,Recruiter,B.Tech,10,67647,Noida,2023-06-08,No,2,Yes
3392,Mohit Patel,Male,40,Sales,Sales Executive,B.Com,15,84399,Pune,2015-02-17,Yes,5,No
3393,Deepak Gupta,Male,39,IT,QA Engineer,M.Com,10,93642,Jaipur,2016-10-08,Yes,3,No
3394,Rahul Yadav,Male,42,Operations,Operations Executive,B.Tech,15,75850,Ahmedabad,2023-11-09,No,3,No
3395,Pooja Sharma,Male,33,Operations,Operations Executive,M.Com,7,59815,Bengaluru,2021-10-14,Yes,1,Yes
3396,Sneha Patel,Female,34,Finance,Accountant,B.Tech,13,87607,Mumbai,2017-10-18,No,3,No
3397,Kiran Yadav,Male,28,Operations,Supervisor,B.Tech,7,61062,Bengaluru,2022-11-29,Yes,5,No
3398,Rohan Gupta,Male,36,Marketing,Marketing Executive,B.Com,7,63718,Mumbai,2019-06-28,No,3,No
3399,Priya Mehta,Male,33,Operations,Operations Executive,MBA,11,72911,Pune,2020-02-14,Yes,4,No
3400,Amit Kumar,Male,38,HR,HR Executive,M.Com,15,77042,Bengaluru,2022-08-14,No,3,No
3401,Priya Roy,Female,27,HR,HR Executive,Graduate,5,52302,Pune,2015-03-30,No,4,No
3402,Sneha Singh,Male,31,IT,Developer,M.Com,11,92811,Noida,2024-03-18,Yes,1,Yes
3403,Rohan Kumar,Male,36,Sales,Sales Executive,B.Tech,11,76254,Lucknow,2017-12-28,No,4,Yes
3404,Rahul Gupta,Male,30,Finance,Accountant,B.Com,9,73789,Delhi,2019-03-05,Yes,5,No
3405,Nisha Sharma,Female,37,Finance,Financial Analyst,MBA,16,99607,Bengaluru,2024-12-07,No,1,No
3406,Sneha Roy,Female,29,Marketing,Marketing Executive,M.Com,8,70707,Jaipur,2023-06-26,No,1,Yes
3407,Neha Yadav,Female,33,IT,Developer,Graduate,5,74653,Kolkata,2015-03-13,No,3,No
3408,Vikas Singh,Female,37,Operations,Supervisor,Graduate,11,68390,Bengaluru,2015-01-04,No,3,No
3409,Arjun Yadav,Female,26,IT,QA Engineer,M.Com,1,72446,Ahmedabad,2020-08-13,No,5,No
3410,Neha Sharma,Male,32,HR,HR Executive,B.Tech,9,61035,Jaipur,2015-06-22,No,4,Yes
3411,Mohit Joshi,Male,23,Operations,Operations Executive,Graduate,3,48047,Bengaluru,2024-04-27,No,5,No
3412,Kiran Mehta,Female,29,Finance,Financial Analyst,Graduate,3,61482,Kolkata,2019-07-28,No,5,No
3413,Vikas Mehta,Female,37,Operations,Operations Executive,M.Com,11,74262,Ahmedabad,2019-04-13,No,1,No
3414,Kiran Mehta,Male,36,IT,Developer,B.Tech,16,100197,Ahmedabad,2016-10-03,No,4,No
3415,Kiran Sharma,Male,43,IT,QA Engineer,MBA,20,117505,Delhi,2020-03-24,Yes,2,Yes
3416,Arjun Patel,Male,46,Finance,Financial Analyst,B.Tech,19,106026,Chennai,2019-03-01,No,5,No
3417,Vikas Yadav,Male,32,Marketing,SEO Specialist,M.Com,6,65560,Lucknow,2021-04-30,No,1,Yes
3418,Sneha Joshi,Male,42,HR,Recruiter,M.Com,17,85551,Pune,2019-11-01,Yes,1,Yes
3419,Kiran Sharma,Male,28,Sales,Sales Executive,B.Tech,7,65753,Kolkata,2016-08-23,Yes,1,No
3420,Arjun Verma,Male,38,Sales,Sales Executive,M.Com,13,76004,Ahmedabad,2017-09-18,No,2,No
3421,Rohan Mehta,Female,44,Operations,Supervisor,MBA,17,81273,Delhi,2016-03-17,No,5,No
3422,Sneha Sharma,Female,28,HR,HR Executive,B.Tech,4,45943,Bengaluru,2018-04-03,No,2,No
3423,Pooja Roy,Male,29,Marketing,SEO Specialist,M.Com,1,46097,Pune,2021-03-05,No,5,No
3424,Sonia Patel,Male,43,Marketing,Marketing Executive,B.Com,16,85213,Pune,2015-02-24,Yes,3,No
3425,Rahul Joshi,Female,21,Operations,Supervisor,B.Com,1,39990,Pune,2017-07-04,No,5,Yes
3426,Sneha Patel,Female,39,HR,Recruiter,M.Com,15,74242,Mumbai,2022-03-22,No,4,No
3427,Rahul Gupta,Male,46,Marketing,Marketing Executive,M.Com,19,93689,Lucknow,2019-03-27,No,3,No
3428,Amit Gupta,Female,32,Operations,Supervisor,M.Com,12,67068,Ahmedabad,2017-07-08,Yes,2,Yes
3429,Deepak Patel,Male,30,HR,HR Executive,B.Com,5,48791,Mumbai,2023-04-06,No,3,No
3430,Deepak Kumar,Male,25,Marketing,Marketing Executive,B.Com,0,44137,Mumbai,2015-06-27,No,4,No
3431,Sonia Verma,Female,44,Finance,Financial Analyst,Graduate,16,94815,Lucknow,2021-07-18,No,3,No
3432,Rohan Kumar,Female,41,IT,Developer,MBA,15,102791,Mumbai,2018-02-28,No,5,No
3433,Priya Roy,Male,39,Sales,Sales Executive,M.Com,17,86613,Noida,2023-02-14,Yes,5,No
3434,Vikas Yadav,Male,31,Sales,Sales Executive,B.Tech,11,71208,Noida,2015-05-10,No,1,No
3435,Nisha Singh,Female,37,Marketing,Marketing Executive,Graduate,7,69900,Chennai,2017-12-16,Yes,4,Yes
3436,Vikas Mehta,Female,29,Marketing,Marketing Executive,B.Tech,4,59199,Noida,2018-05-29,No,5,No
3437,Neha Mehta,Male,31,HR,HR Executive,B.Tech,7,53786,Delhi,2020-10-13,No,3,No
3438,Rohan Patel,Male,25,Sales,Sales Manager,Graduate,2,47565,Kolkata,2019-12-28,No,3,No
3439,Neha Patel,Female,33,Sales,Sales Manager,B.Com,13,81880,Pune,2019-05-02,No,3,No
3440,Rohan Gupta,Female,23,HR,Recruiter,MBA,0,36713,Mumbai,2018-12-19,No,3,No
3441,Amit Verma,Female,40,Finance,Accountant,M.Com,10,82739,Bengaluru,2023-02-20,Yes,5,No
3442,Priya Joshi,Male,49,Sales,Sales Executive,MBA,19,97012,Jaipur,2015-01-16,No,5,No
3443,Amit Verma,Female,43,Operations,Operations Executive,M.Com,19,85957,Ahmedabad,2015-01-18,Yes,2,No
3444,Neha Sharma,Male,28,Sales,Sales Executive,Graduate,7,66618,Kolkata,2019-06-13,No,1,Yes
3445,Vikas Sharma,Male,42,Marketing,SEO Specialist,B.Tech,12,78444,Delhi,2018-08-12,Yes,3,No
3446,Sonia Joshi,Female,35,HR,Recruiter,B.Com,8,59761,Bengaluru,2024-10-31,No,5,No
3447,Amit Roy,Male,29,Marketing,SEO Specialist,Graduate,2,48198,Noida,2016-03-12,No,2,Yes
3448,Deepak Sharma,Male,38,Finance,Financial Analyst,B.Com,15,95372,Noida,2017-03-19,Yes,3,No
3449,Amit Patel,Male,29,HR,HR Executive,MBA,2,41746,Noida,2019-09-30,No,5,No
3450,Priya Verma,Female,33,Sales,Sales Executive,B.Com,9,63911,Bengaluru,2020-01-08,No,3,No
3451,Sonia Sharma,Female,44,Operations,Operations Executive,MBA,18,87610,Lucknow,2016-03-22,Yes,3,No
3452,Vikas Yadav,Male,21,IT,Analyst,MBA,0,65097,Jaipur,2021-07-26,No,5,No
3453,Pooja Patel,Male,32,Operations,Supervisor,MBA,3,52325,Bengaluru,2020-02-05,No,4,No
3454,Arjun Verma,Female,37,Marketing,Marketing Executive,M.Com,15,83712,Jaipur,2019-03-21,No,5,No
3455,Pooja Verma,Female,44,Marketing,Marketing Executive,M.Com,14,79515,Chennai,2017-09-15,No,3,No
3456,Deepak Verma,Female,34,Finance,Financial Analyst,M.Com,14,92052,Chennai,2016-02-19,No,1,Yes
3457,Nisha Gupta,Male,24,IT,Analyst,M.Com,3,73866,Bengaluru,2019-05-30,No,2,Yes
3458,Sneha Roy,Female,35,Finance,Accountant,MBA,6,73767,Chennai,2018-04-27,Yes,5,No
3459,Vikas Joshi,Female,31,Operations,Operations Executive,B.Tech,7,56667,Lucknow,2023-02-14,No,4,No
3460,Amit Sharma,Male,49,IT,QA Engineer,Graduate,19,108397,Noida,2019-05-15,No,3,Yes
3461,Priya Mehta,Female,22,Operations,Supervisor,B.Tech,1,44852,Chennai,2015-10-16,No,4,Yes
3462,Arjun Verma,Male,37,Operations,Supervisor,M.Com,16,79282,Chennai,2021-03-27,No,1,Yes
3463,Neha Sharma,Male,31,Marketing,SEO Specialist,B.Tech,1,54686,Kolkata,2017-03-16,No,4,No
3464,Kiran Yadav,Female,45,HR,HR Executive,B.Com,15,80138,Mumbai,2019-01-26,No,2,No
3465,Mohit Yadav,Male,30,IT,Analyst,Graduate,2,73961,Ahmedabad,2017-05-23,No,2,Yes
3466,Sonia Singh,Female,32,Finance,Financial Analyst,B.Com,2,58659,Pune,2019-08-21,No,1,Yes
3467,Rohan Sharma,Female,39,Finance,Accountant,MBA,16,95191,Pune,2020-03-09,Yes,5,No
3468,Nisha Yadav,Male,31,Marketing,SEO Specialist,Graduate,2,51737,Mumbai,2020-12-25,No,2,No
3469,Deepak Kumar,Female,42,Finance,Accountant,B.Tech,19,105054,Mumbai,2021-05-14,No,5,No
3470,Sonia Mehta,Female,37,Marketing,SEO Specialist,B.Com,13,79729,Noida,2017-10-14,Yes,3,No
3471,Pooja Mehta,Male,26,HR,HR Executive,B.Tech,2,43646,Kolkata,2017-11-20,No,2,Yes
3472,Sonia Yadav,Male,36,Finance,Accountant,M.Com,15,92971,Kolkata,2022-05-27,No,3,No
3473,Vikas Verma,Female,39,Finance,Financial Analyst,MBA,19,100313,Noida,2015-03-06,No,3,No
3474,Mohit Patel,Female,31,Finance,Accountant,B.Com,5,68976,Delhi,2017-02-18,No,1,Yes
3475,Kiran Roy,Male,44,IT,QA Engineer,MBA,19,113147,Chennai,2020-04-02,No,5,No
3476,Rohan Roy,Male,44,Sales,Sales Manager,Graduate,15,82674,Noida,2024-02-25,No,3,Yes
3477,Rahul Gupta,Female,45,HR,Recruiter,M.Com,15,76048,Jaipur,2017-06-13,No,4,No
3478,Priya Verma,Male,25,HR,HR Executive,Graduate,3,48476,Kolkata,2024-07-14,No,5,No
3479,Arjun Mehta,Female,37,HR,HR Executive,B.Com,11,66583,Ahmedabad,2016-11-11,Yes,1,No
3480,Neha Kumar,Male,26,IT,QA Engineer,M.Com,5,73144,Pune,2020-11-06,No,4,No
3481,Amit Singh,Male,38,Operations,Supervisor,Graduate,13,74261,Kolkata,2020-04-17,Yes,5,No
3482,Arjun Kumar,Female,32,Sales,Sales Manager,B.Com,4,57699,Jaipur,2015-10-12,No,3,No
3483,Sneha Singh,Female,46,IT,QA Engineer,Graduate,20,115345,Delhi,2018-09-02,No,1,Yes
3484,Kiran Kumar,Female,22,Sales,Sales Executive,M.Com,2,53409,Mumbai,2023-08-15,No,1,No
3485,Rahul Verma,Male,21,IT,Analyst,Graduate,1,65937,Mumbai,2020-01-25,No,4,Yes
3486,Priya Roy,Female,48,Operations,Supervisor,MBA,20,90783,Chennai,2016-08-06,Yes,1,No
3487,Kiran Yadav,Female,42,HR,HR Executive,Graduate,13,69819,Jaipur,2024-10-08,No,5,Yes
3488,Deepak Sharma,Male,45,Finance,Financial Analyst,B.Tech,19,106644,Bengaluru,2017-10-15,Yes,4,No
3489,Amit Sharma,Female,22,Sales,Sales Manager,B.Tech,2,51382,Lucknow,2017-12-16,No,1,Yes
3490,Pooja Yadav,Male,21,Marketing,Marketing Executive,B.Com,0,48393,Delhi,2018-05-11,No,1,Yes
3491,Arjun Joshi,Male,28,Marketing,SEO Specialist,B.Com,4,54571,Chennai,2018-07-25,No,1,Yes
3492,Rahul Verma,Female,34,Operations,Operations Executive,MBA,13,72697,Kolkata,2018-09-19,Yes,1,Yes
3493,Nisha Patel,Female,38,HR,HR Executive,B.Tech,10,68982,Ahmedabad,2017-08-20,No,2,No
3494,Neha Singh,Male,30,Finance,Financial Analyst,MBA,5,65751,Lucknow,2023-08-27,No,5,No
3495,Vikas Sharma,Male,46,Sales,Sales Executive,Graduate,16,87133,Ahmedabad,2021-03-11,No,2,Yes
3496,Kiran Joshi,Male,46,Sales,Sales Manager,Graduate,17,82806,Kolkata,2019-01-09,No,2,Yes
3497,Kiran Patel,Female,26,Finance,Financial Analyst,B.Com,2,57150,Mumbai,2019-02-16,No,2,No
3498,Neha Verma,Male,35,HR,Recruiter,B.Com,10,69232,Kolkata,2021-09-21,Yes,4,No
3499,Deepak Patel,Female,24,IT,Analyst,Graduate,0,65428,Noida,2016-08-07,No,4,No
3500,Nisha Sharma,Female,28,Finance,Accountant,B.Tech,0,59338,Mumbai,2021-05-25,No,3,No
3501,Amit Sharma,Female,26,IT,QA Engineer,MBA,3,70800,Bengaluru,2021-09-03,No,4,No
3502,Amit Roy,Male,43,Finance,Financial Analyst,M.Com,13,83652,Noida,2021-07-31,No,2,No
3503,Anjali Singh,Male,26,Operations,Supervisor,M.Com,3,53875,Delhi,2020-05-16,No,5,No
3504,Mohit Gupta,Male,34,IT,QA Engineer,B.Com,6,82958,Chennai,2024-11-23,No,5,No
3505,Vikas Verma,Female,40,Marketing,Marketing Executive,B.Com,12,74718,Delhi,2017-08-19,Yes,5,No
3506,Sonia Patel,Female,27,Operations,Supervisor,M.Com,0,40886,Bengaluru,2021-11-25,No,4,No
3507,Rahul Yadav,Female,29,Sales,Sales Manager,B.Tech,8,60708,Pune,2016-11-28,No,4,No
3508,Sneha Joshi,Male,39,Sales,Sales Executive,B.Com,14,84306,Kolkata,2017-11-27,No,1,Yes
3509,Sneha Mehta,Female,50,Sales,Sales Manager,M.Com,20,99301,Kolkata,2023-10-12,No,1,Yes
3510,Rohan Sharma,Male,40,IT,Analyst,MBA,15,104326,Delhi,2018-06-21,No,5,Yes
3511,Sneha Sharma,Male,50,Finance,Accountant,M.Com,20,101603,Kolkata,2024-11-14,Yes,4,No
3512,Rohan Sharma,Female,32,Marketing,Marketing Executive,MBA,6,67566,Jaipur,2022-12-24,Yes,2,Yes
3513,Priya Singh,Male,47,Marketing,Marketing Executive,M.Com,18,93571,Lucknow,2023-03-02,No,2,No
3514,Sonia Singh,Female,32,IT,Analyst,B.Com,5,76397,Ahmedabad,2022-12-21,No,3,No
3515,Anjali Singh,Female,37,IT,Analyst,M.Com,8,80878,Chennai,2018-01-02,Yes,2,Yes
3516,Amit Kumar,Female,30,Sales,Sales Executive,Graduate,1,46481,Jaipur,2018-11-12,No,3,No
3517,Pooja Patel,Female,39,HR,Recruiter,M.Com,15,73706,Noida,2023-11-22,Yes,2,Yes
3518,Anjali Sharma,Male,31,IT,Analyst,B.Tech,3,76735,Delhi,2022-02-13,No,2,No
3519,Sneha Yadav,Male,33,Finance,Financial Analyst,B.Tech,12,82520,Jaipur,2017-08-28,No,2,No
3520,Amit Kumar,Female,34,Marketing,SEO Specialist,MBA,11,70571,Lucknow,2018-10-25,Yes,3,No
3521,Nisha Verma,Female,27,Finance,Accountant,MBA,0,58166,Ahmedabad,2021-10-17,No,4,No
3522,Mohit Kumar,Male,35,Finance,Accountant,M.Com,6,74840,Chennai,2015-05-25,No,1,Yes
3523,Rahul Sharma,Male,30,Finance,Financial Analyst,B.Tech,4,69221,Lucknow,2022-09-09,No,1,Yes
3524,Arjun Roy,Female,26,Operations,Operations Executive,Graduate,0,38706,Lucknow,2015-06-02,No,4,No
3525,Rohan Patel,Male,25,Operations,Operations Executive,M.Com,3,45133,Jaipur,2024-07-06,No,1,Yes
3526,Arjun Verma,Male,37,Marketing,Marketing Executive,B.Com,15,82376,Noida,2022-04-12,Yes,4,No
3527,Deepak Gupta,Male,41,Operations,Operations Executive,Graduate,19,93969,Ahmedabad,2016-04-05,No,4,No
3528,Mohit Verma,Male,27,HR,Recruiter,M.Com,5,54346,Bengaluru,2016-05-30,No,1,No
3529,Sonia Kumar,Female,34,IT,QA Engineer,MBA,14,100170,Delhi,2023-03-31,Yes,3,No
3530,Rahul Yadav,Male,28,Finance,Accountant,B.Tech,6,67601,Bengaluru,2015-04-16,No,5,No
3531,Vikas Sharma,Female,38,Finance,Financial Analyst,Graduate,13,90745,Jaipur,2018-01-13,No,5,No
3532,Kiran Patel,Female,36,Sales,Sales Manager,M.Com,14,79211,Kolkata,2020-01-30,No,3,No
3533,Anjali Roy,Female,28,Marketing,Marketing Executive,M.Com,8,70233,Noida,2018-07-26,Yes,1,No
3534,Rahul Yadav,Female,47,IT,QA Engineer,Graduate,19,115694,Chennai,2021-02-13,No,5,No
3535,Amit Gupta,Male,38,IT,Developer,M.Com,16,106570,Noida,2019-11-28,Yes,1,No
3536,Sonia Verma,Male,42,Operations,Operations Executive,M.Com,16,77545,Jaipur,2021-02-01,No,3,No
3537,Nisha Kumar,Male,44,Sales,Sales Manager,MBA,15,83524,Kolkata,2017-02-20,No,1,Yes
3538,Pooja Joshi,Male,34,Operations,Operations Executive,B.Com,11,70612,Kolkata,2015-03-15,Yes,3,No
3539,Amit Mehta,Female,36,Operations,Supervisor,M.Com,8,57323,Noida,2016-04-30,No,5,No
3540,Anjali Patel,Male,25,Sales,Sales Executive,B.Tech,5,60356,Pune,2023-02-15,No,4,No
3541,Arjun Patel,Male,41,IT,Analyst,Graduate,13,101986,Delhi,2020-01-30,No,3,No
3542,Amit Singh,Female,23,Sales,Sales Manager,B.Com,2,45573,Lucknow,2015-07-29,No,5,No
3543,Pooja Roy,Female,25,HR,HR Executive,MBA,5,53598,Chennai,2022-06-17,No,1,Yes
3544,Rohan Roy,Female,22,IT,QA Engineer,B.Tech,1,62695,Pune,2019-02-01,No,2,No
3545,Sneha Kumar,Male,38,Marketing,SEO Specialist,B.Com,13,85248,Bengaluru,2023-07-11,Yes,4,No
3546,Anjali Patel,Male,42,Operations,Operations Executive,B.Tech,20,87920,Noida,2018-12-01,Yes,3,No
3547,Vikas Mehta,Female,34,IT,Developer,M.Com,7,81264,Delhi,2019-06-08,No,4,No
3548,Mohit Patel,Female,35,Marketing,SEO Specialist,B.Com,10,76133,Kolkata,2015-07-10,No,1,No
3549,Mohit Yadav,Female,32,HR,HR Executive,B.Tech,8,64637,Delhi,2024-03-10,Yes,5,Yes
3550,Priya Kumar,Female,38,Operations,Supervisor,B.Tech,11,68685,Pune,2021-06-23,No,3,No
3551,Kiran Sharma,Male,31,Sales,Sales Manager,Graduate,4,59685,Kolkata,2016-04-22,No,1,Yes
3552,Pooja Verma,Female,43,Sales,Sales Executive,Graduate,13,79451,Pune,2023-02-25,No,5,No
3553,Kiran Verma,Female,44,Sales,Sales Manager,B.Com,18,86929,Delhi,2022-05-23,Yes,5,No
3554,Arjun Kumar,Female,26,HR,HR Executive,B.Tech,4,51858,Lucknow,2021-11-28,No,3,No
3555,Kiran Joshi,Male,39,Sales,Sales Executive,Graduate,17,91911,Bengaluru,2023-11-17,No,5,No
3556,Pooja Verma,Male,37,Finance,Financial Analyst,Graduate,8,78844,Ahmedabad,2018-04-22,Yes,3,No
3557,Anjali Gupta,Male,41,Operations,Operations Executive,B.Tech,17,87273,Lucknow,2020-02-20,Yes,2,Yes
3558,Pooja Mehta,Female,41,IT,QA Engineer,M.Com,19,114443,Ahmedabad,2021-12-13,No,4,No
3559,Priya Patel,Male,33,Sales,Sales Executive,Graduate,9,67896,Chennai,2018-04-22,No,5,No
3560,Sneha Singh,Female,41,IT,QA Engineer,B.Com,18,111814,Pune,2022-10-19,Yes,1,No
3561,Sonia Patel,Female,35,Sales,Sales Manager,B.Com,12,78453,Pune,2018-02-15,Yes,5,Yes
3562,Kiran Verma,Male,37,Finance,Accountant,M.Com,11,79446,Delhi,2016-07-11,No,1,No
3563,Vikas Sharma,Male,38,Operations,Operations Executive,MBA,13,73634,Ahmedabad,2017-08-08,Yes,5,Yes
3564,Sonia Roy,Male,32,Operations,Operations Executive,B.Com,9,63564,Jaipur,2022-07-28,Yes,1,Yes
3565,Deepak Singh,Male,42,Operations,Operations Executive,MBA,20,91657,Noida,2019-09-10,No,3,No
3566,Nisha Yadav,Male,37,IT,Analyst,Graduate,17,110553,Lucknow,2020-06-22,No,5,No
3567,Sneha Patel,Female,34,Operations,Operations Executive,B.Com,9,67866,Delhi,2018-12-19,Yes,3,No
3568,Vikas Joshi,Female,48,IT,Developer,B.Tech,20,118556,Chennai,2016-12-02,Yes,2,Yes
3569,Kiran Mehta,Male,41,Sales,Sales Manager,M.Com,12,79924,Delhi,2020-08-16,Yes,5,No
3570,Neha Kumar,Female,24,Sales,Sales Executive,MBA,4,53973,Delhi,2016-11-17,No,1,No
3571,Mohit Yadav,Female,39,IT,Developer,M.Com,13,101068,Kolkata,2019-12-18,Yes,4,No
3572,Rahul Sharma,Male,32,Operations,Supervisor,M.Com,10,69720,Kolkata,2023-02-06,No,2,No
3573,Rohan Gupta,Male,35,IT,QA Engineer,B.Tech,8,81310,Ahmedabad,2017-07-21,No,1,Yes
3574,Anjali Sharma,Female,36,IT,Developer,B.Tech,10,87842,Lucknow,2024-05-30,No,2,No
3575,Priya Kumar,Female,38,IT,Developer,B.Com,10,90840,Lucknow,2016-05-30,Yes,5,No
3576,Sneha Gupta,Male,24,Finance,Financial Analyst,B.Tech,0,52674,Jaipur,2023-02-25,No,3,Yes
3577,Rohan Singh,Male,49,Marketing,Marketing Executive,M.Com,19,94152,Ahmedabad,2020-02-20,No,5,No
3578,Deepak Roy,Female,38,Marketing,Marketing Executive,B.Com,17,91393,Jaipur,2018-03-15,No,5,No
3579,Kiran Yadav,Female,41,Sales,Sales Manager,MBA,12,70166,Pune,2022-07-12,Yes,3,No
3580,Sneha Mehta,Female,34,IT,Analyst,M.Com,5,73655,Delhi,2021-10-02,No,2,Yes
3581,Rahul Yadav,Female,35,HR,Recruiter,Graduate,13,71418,Ahmedabad,2024-06-03,Yes,5,No
3582,Rahul Sharma,Male,30,Finance,Accountant,MBA,0,59095,Chennai,2015-08-31,No,5,No
3583,Rahul Mehta,Female,21,Marketing,Marketing Executive,MBA,0,46953,Lucknow,2024-09-21,No,5,No
3584,Mohit Sharma,Male,46,Finance,Accountant,B.Tech,17,93373,Pune,2015-11-07,No,3,No
3585,Anjali Kumar,Female,38,IT,QA Engineer,M.Com,14,98239,Noida,2022-02-17,Yes,3,No
3586,Sneha Roy,Female,37,Sales,Sales Manager,B.Com,12,79963,Lucknow,2022-10-25,Yes,4,No
3587,Rahul Joshi,Female,43,Marketing,Marketing Executive,M.Com,18,94026,Noida,2022-09-20,No,1,No
3588,Rahul Gupta,Female,41,Sales,Sales Executive,Graduate,16,84689,Ahmedabad,2022-09-25,No,1,No
3589,Pooja Kumar,Male,46,Operations,Operations Executive,B.Tech,16,85202,Lucknow,2016-01-30,No,2,Yes
3590,Anjali Yadav,Male,33,Finance,Financial Analyst,M.Com,9,77737,Pune,2023-11-08,Yes,2,Yes
3591,Arjun Verma,Female,44,HR,HR Executive,Graduate,16,77318,Mumbai,2023-03-05,Yes,3,No
3592,Pooja Patel,Male,33,Operations,Operations Executive,MBA,9,59657,Noida,2018-04-01,Yes,2,No
3593,Kiran Sharma,Male,26,Marketing,SEO Specialist,M.Com,1,48199,Chennai,2018-07-22,No,3,No
3594,Neha Mehta,Male,24,Sales,Sales Executive,Graduate,2,48877,Pune,2019-07-24,No,2,Yes
3595,Kiran Kumar,Female,31,Sales,Sales Manager,M.Com,7,65730,Kolkata,2021-09-26,Yes,3,No
3596,Sonia Singh,Male,24,Finance,Accountant,Graduate,2,63086,Mumbai,2016-06-10,No,2,Yes
3597,Mohit Sharma,Female,25,Marketing,Marketing Executive,B.Com,2,56232,Kolkata,2018-04-02,No,1,Yes
3598,Arjun Yadav,Female,29,Marketing,SEO Specialist,B.Tech,1,54429,Mumbai,2021-06-27,No,5,No
3599,Neha Verma,Male,32,IT,Developer,B.Tech,3,69264,Jaipur,2015-05-28,No,5,No
3600,Anjali Sharma,Female,27,Marketing,SEO Specialist,Graduate,6,65246,Ahmedabad,2024-09-03,Yes,2,Yes
3601,Nisha Mehta,Male,30,HR,Recruiter,B.Tech,0,38566,Delhi,2016-01-13,No,5,No
3602,Rohan Patel,Male,21,Sales,Sales Manager,M.Com,0,43918,Delhi,2024-12-13,No,2,Yes
3603,Deepak Roy,Male,26,Finance,Financial Analyst,B.Tech,2,63507,Mumbai,2018-11-13,No,4,No
3604,Neha Yadav,Male,47,Sales,Sales Executive,MBA,20,92490,Ahmedabad,2023-05-16,Yes,2,Yes
3605,Deepak Sharma,Female,37,Operations,Operations Executive,B.Com,16,78520,Chennai,2023-06-20,No,1,Yes
3606,Vikas Joshi,Female,26,Finance,Financial Analyst,M.Com,6,71955,Chennai,2018-11-15,Yes,4,No
3607,Kiran Gupta,Male,27,IT,QA Engineer,Graduate,4,73574,Delhi,2020-07-12,No,4,Yes
3608,Deepak Sharma,Male,36,Marketing,SEO Specialist,B.Tech,15,84994,Kolkata,2018-05-06,Yes,1,No
3609,Priya Roy,Male,33,Finance,Financial Analyst,B.Com,9,81375,Delhi,2022-04-20,No,5,No
3610,Arjun Gupta,Male,37,Marketing,SEO Specialist,B.Tech,15,82828,Lucknow,2021-01-27,Yes,5,No
3611,Priya Patel,Male,26,Sales,Sales Executive,MBA,3,49373,Jaipur,2023-10-07,No,5,No
3612,Rahul Verma,Male,45,Finance,Accountant,Graduate,17,95878,Bengaluru,2024-11-05,Yes,5,No
3613,Mohit Yadav,Female,33,Operations,Supervisor,B.Tech,7,58683,Noida,2019-09-21,Yes,4,No
3614,Sneha Kumar,Female,34,Finance,Financial Analyst,M.Com,7,68947,Jaipur,2020-02-17,Yes,2,Yes
3615,Neha Patel,Male,27,HR,Recruiter,Graduate,3,48371,Lucknow,2020-10-01,No,5,No
3616,Nisha Singh,Female,33,Finance,Accountant,M.Com,5,64347,Kolkata,2022-11-19,No,3,No
3617,Nisha Yadav,Male,24,Finance,Accountant,Graduate,3,62528,Kolkata,2024-08-22,No,4,No
3618,Vikas Gupta,Female,31,Marketing,SEO Specialist,MBA,5,55862,Jaipur,2022-12-15,No,3,No
3619,Anjali Roy,Male,33,Marketing,Marketing Executive,B.Tech,7,68799,Delhi,2024-06-25,No,3,No
3620,Arjun Yadav,Female,39,IT,Analyst,Graduate,9,86967,Delhi,2021-05-09,Yes,3,No
3621,Rahul Roy,Male,21,IT,Developer,MBA,0,61519,Kolkata,2022-03-20,No,5,No
3622,Kiran Verma,Female,45,Finance,Financial Analyst,B.Com,18,99375,Pune,2023-08-04,No,2,No
3623,Sonia Joshi,Male,41,Marketing,Marketing Executive,B.Tech,11,71406,Delhi,2020-01-22,No,5,No
3624,Neha Verma,Male,48,Operations,Supervisor,B.Tech,19,85893,Delhi,2015-05-16,No,4,No
3625,Amit Sharma,Female,36,IT,QA Engineer,M.Com,8,84126,Mumbai,2020-04-24,No,5,No
3626,Pooja Gupta,Male,43,Finance,Financial Analyst,B.Tech,18,104443,Chennai,2024-02-06,Yes,3,No
3627,Deepak Gupta,Female,38,Operations,Supervisor,MBA,12,76438,Ahmedabad,2023-04-27,No,3,No
3628,Arjun Roy,Male,33,Sales,Sales Executive,B.Tech,5,52627,Bengaluru,2023-04-30,No,1,Yes
3629,Deepak Yadav,Male,48,Finance,Accountant,B.Com,18,99662,Pune,2022-07-24,Yes,3,No
3630,Amit Singh,Male,37,IT,Analyst,Graduate,13,100927,Ahmedabad,2022-08-31,Yes,5,No
3631,Amit Patel,Male,25,Marketing,SEO Specialist,B.Com,3,55150,Bengaluru,2015-11-03,No,3,No
3632,Arjun Verma,Male,31,HR,Recruiter,MBA,9,61517,Kolkata,2023-10-30,No,3,No
